ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5014374,M,N,N,0,190668.71,Pensioner,Secondary / secondary special,Married,House / apartment,-20124,365243,1,0,1,0,,2.0
5014375,F,N,N,0,259060.46,Working,Higher education,Widow,House / apartment,-16329,-1525,1,0,0,0,,1.0
5014376,M,N,Y,2,330154.14,Working,Secondary / secondary special,Married,With parents,-20292,-14,1,0,1,0,,4.0
5014377,F,N,Y,0,196481.74,Working,Secondary / secondary special,Married,House / apartment,-16569,-842,1,1,0,0,,2.0
5014378,F,Y,Y,2,155109.12,Working,Higher education,Married,House / apartment,-9011,-2191,1,0,1,0,Laborers,4.0
5014379,F,N,N,2,154608.89,Pensioner,Secondary / secondary special,Married,House / apartment,-22235,365243,1,0,0,0,,4.0
5014380,F,Y,Y,0,116415.03,Working,Secondary / secondary special,Separated,House / apartment,-22566,-7159,1,0,0,0,Drivers,1.0
5014381,M,Y,Y,0,114475.25,Pensioner,Secondary / secondary special,Married,House / apartment,-11976,365243,1,0,0,0,,2.0
5014382,M,Y,Y,0,231204.66,Commercial associate,Secondary / secondary special,Married,House / apartment,-21092,-4973,1,0,1,0,Accountants,2.0
5014383,F,Y,N,0,90959.07,Pensioner,Secondary / secondary special,Married,House / apartment,-16266,365243,1,1,0,0,,2.0
5014384,F,N,Y,0,330177.71,Working,Secondary / secondary special,Widow,House / apartment,-9479,-2556,1,0,0,0,Drivers,1.0
5014385,F,N,Y,3,136507.98,Working,Secondary / secondary special,Married,House / apartment,-14282,-179,1,0,0,1,Drivers,5.0
5014386,M,Y,Y,1,616022.61,Commercial associate,Secondary / secondary special,Married,House / apartment,-8647,-957,1,0,1,0,Secretaries,3.0
5014387,M,Y,N,0,104134.88,Pensioner,Secondary / secondary special,Married,House / apartment,-21093,365243,1,1,0,0,,2.0
5014388,F,Y,Y,0,166890.71,Pensioner,Secondary / secondary special,Married,House / apartment,-10745,365243,1,0,0,0,,2.0
5014389,F,Y,Y,0,123509.75,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10187,-776,1,0,0,1,Drivers,2.0
5014390,F,N,Y,0,99057.72,Working,Secondary / secondary special,Married,Municipal apartment,-10961,-324,1,0,0,0,Managers,2.0
5014391,F,N,Y,2,250671.9,Working,Secondary / secondary special,Married,House / apartment,-11269,-4383,1,1,0,0,Core staff,4.0
5014392,M,Y,Y,1,84729.82,Pensioner,Secondary / secondary special,Married,House / apartment,-19120,365243,1,0,0,0,,3.0
5014393,F,Y,Y,0,105025.95,Working,Secondary / secondary special,Separated,House / apartment,-18500,-348,1,1,0,0,,1.0
5014394,F,N,Y,0,197434.04,Commercial associate,Higher education,Married,House / apartment,-9572,-830,1,0,1,0,Laborers,2.0
5014395,F,Y,N,0,213732.48,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20005,-4649,1,0,0,0,Managers,1.0
5014396,F,N,Y,0,73427.76,Working,Higher education,Married,House / apartment,-13424,-341,1,0,1,0,Sales staff,2.0
5014397,M,N,Y,0,196976.25,Working,Secondary / secondary special,Civil marriage,House / apartment,-15325,-1389,1,0,0,0,Core staff,2.0
5014398,F,Y,N,0,157070.49,State servant,Secondary / secondary special,Widow,House / apartment,-9494,-2556,1,0,0,0,Core staff,1.0
5014399,F,Y,N,0,93072.9,Pensioner,Secondary / secondary special,Married,House / apartment,-19728,365243,1,1,0,0,,2.0
5014400,F,N,Y,0,99266.08,Pensioner,Secondary / secondary special,Married,House / apartment,-13900,365243,1,0,0,0,,2.0
5014401,M,N,Y,0,53277.76,Working,Secondary / secondary special,Married,House / apartment,-18387,-622,1,0,0,0,Laborers,2.0
5014402,F,N,N,0,347570.3,Working,Secondary / secondary special,Single / not married,House / apartment,-14795,-2660,1,1,0,0,Core staff,1.0
5014403,M,Y,N,0,244680.9,State servant,Higher education,Married,House / apartment,-8161,-182,1,0,0,0,Security staff,2.0
5014404,F,N,Y,0,77298.32,Working,Higher education,Married,House / apartment,-19638,-2012,1,0,0,0,Sales staff,2.0
5014405,F,Y,Y,0,219576.03,Commercial associate,Secondary / secondary special,Married,House / apartment,-16991,-907,1,0,0,1,Sales staff,2.0
5014406,F,Y,Y,0,110524.09,Working,Secondary / secondary special,Married,House / apartment,-14918,-2635,1,0,0,0,High skill tech staff,2.0
5014407,F,Y,Y,1,232676.71,Commercial associate,Secondary / secondary special,Married,House / apartment,-10838,-1243,1,0,0,0,Laborers,3.0
5014408,F,N,Y,0,114916.75,Working,Secondary / secondary special,Civil marriage,House / apartment,-18250,-778,1,0,0,0,Medicine staff,2.0
5014409,F,Y,Y,0,122801.31,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-12129,365243,1,0,0,0,,2.0
5014410,M,N,Y,2,127494.23,State servant,Secondary / secondary special,Married,House / apartment,-14829,-1730,1,0,1,0,Laborers,4.0
5014411,M,N,Y,0,106013.56,Working,Higher education,Married,House / apartment,-8295,-329,1,1,0,0,,2.0
5014412,F,N,Y,1,296450.55,Working,Secondary / secondary special,Married,House / apartment,-20922,-3691,1,0,1,1,,3.0
5014413,F,N,Y,0,230790.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-8883,-2191,1,0,0,0,Laborers,1.0
5014414,F,Y,Y,0,155589.17,Pensioner,Higher education,Married,House / apartment,-22923,365243,1,0,0,0,,2.0
5014415,M,N,Y,0,245802.61,Pensioner,Secondary / secondary special,Married,House / apartment,-22515,365243,1,1,1,0,,2.0
5014416,M,N,N,0,65281.51,Pensioner,Secondary / secondary special,Married,House / apartment,-24330,365243,1,0,1,0,,2.0
5014417,F,Y,Y,0,79679.74,Pensioner,Higher education,Single / not married,House / apartment,-23231,365243,1,1,1,0,,1.0
5014418,F,N,N,0,186703.56,Commercial associate,Secondary / secondary special,Married,House / apartment,-24335,-3601,1,0,0,0,Laborers,2.0
5014419,M,Y,Y,2,212727.71,Pensioner,Secondary / secondary special,Married,House / apartment,-22860,365243,1,1,1,0,,4.0
5014420,M,N,Y,0,169346.77,Working,Higher education,Married,House / apartment,-9277,-2208,1,1,0,0,Laborers,2.0
5014421,F,N,Y,0,57448.99,Working,Secondary / secondary special,Married,House / apartment,-14978,-297,1,1,0,0,Laborers,2.0
5014422,F,Y,N,0,86580.75,Working,Secondary / secondary special,Married,House / apartment,-8640,-265,1,1,0,0,High skill tech staff,2.0
5014423,F,N,Y,1,181370.27,Working,Secondary / secondary special,Married,House / apartment,-16865,-6097,1,1,0,0,Accountants,3.0
5014424,F,N,Y,1,495457.15,Working,Higher education,Married,House / apartment,-16592,-744,1,1,0,0,Managers,3.0
5014425,M,N,Y,1,270751.4,Pensioner,Higher education,Civil marriage,Office apartment,-23472,365243,1,1,0,0,,3.0
5014426,M,N,N,0,324049.69,Pensioner,Secondary / secondary special,Married,House / apartment,-24305,365243,1,0,0,0,,2.0
5014427,M,N,N,0,174531.88,Working,Secondary / secondary special,Married,House / apartment,-11857,-81,1,1,0,0,Laborers,2.0
5014428,F,N,Y,0,173901.7,Pensioner,Higher education,Married,House / apartment,-17514,365243,1,0,0,0,,2.0
5014429,M,N,Y,0,87838.68,Working,Secondary / secondary special,Married,House / apartment,-15447,-1781,1,0,0,0,Laborers,2.0
5014430,F,Y,Y,1,237022.66,Pensioner,Higher education,Married,House / apartment,-16890,365243,1,0,0,0,,3.0
5014431,F,N,Y,2,141975.41,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16627,-575,1,1,0,0,Core staff,3.0
5014432,F,N,Y,0,208223.27,Working,Higher education,Married,With parents,-23331,-3254,1,0,0,0,Sales staff,2.0
5014433,F,N,N,0,149543.59,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23015,365243,1,0,0,1,,2.0
5014434,M,Y,N,0,169322.29,Working,Secondary / secondary special,Civil marriage,House / apartment,-9456,-2556,1,0,1,0,Drivers,2.0
5014435,F,Y,Y,0,140946.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-13355,-2752,1,0,0,0,Managers,2.0
5014436,F,Y,Y,0,164771.07,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20502,365243,1,0,0,0,,1.0
5014437,F,Y,Y,0,242810.91,Pensioner,Higher education,Married,With parents,-19296,365243,1,1,0,0,,2.0
5014438,F,N,Y,2,78189.08,Working,Secondary / secondary special,Married,House / apartment,-18371,-24,1,1,0,0,,4.0
5014439,F,N,Y,0,69810.44,Working,Secondary / secondary special,Separated,House / apartment,-24728,-981,1,1,0,0,Sales staff,1.0
5014440,F,N,Y,3,182213.12,Working,Secondary / secondary special,Married,House / apartment,-13212,-2572,1,0,0,0,Sales staff,5.0
5014441,M,N,Y,0,302636.33,Pensioner,Secondary / secondary special,Married,House / apartment,-16338,365243,1,0,1,0,,2.0
5014442,F,N,Y,0,343304.23,Pensioner,Secondary / secondary special,Married,House / apartment,-24471,365243,1,0,0,1,,2.0
5014443,F,N,N,0,79841.2,Working,Secondary / secondary special,Married,House / apartment,-19499,-2166,1,0,1,0,Laborers,2.0
5014444,F,Y,Y,0,120398.59,Working,Higher education,Married,House / apartment,-18677,-3410,1,0,0,0,Managers,2.0
5014445,M,Y,Y,0,70290.53,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10018,365243,1,0,1,0,,2.0
5014446,F,N,Y,0,111825.42,Working,Higher education,Married,House / apartment,-11629,-1221,1,1,1,0,High skill tech staff,2.0
5014447,F,Y,Y,0,258183.03,Working,Higher education,Civil marriage,House / apartment,-13922,-1710,1,0,0,0,Drivers,2.0
5014448,F,N,N,3,146320.41,Working,Secondary / secondary special,Married,House / apartment,-15454,-145,1,0,1,0,,5.0
5014449,F,N,N,0,122157.07,Working,Higher education,Married,House / apartment,-16022,-1221,1,0,0,0,Laborers,2.0
5014450,F,N,Y,1,193405.23,Pensioner,Secondary / secondary special,Married,House / apartment,-23121,365243,1,0,0,0,,3.0
5014451,M,N,N,0,98960.29,State servant,Secondary / secondary special,Married,House / apartment,-9184,-2072,1,0,0,0,,2.0
5014452,F,N,Y,0,326599.26,Working,Secondary / secondary special,Married,Rented apartment,-11659,-1040,1,1,1,0,,2.0
5014453,F,Y,N,0,147804.02,State servant,Secondary / secondary special,Separated,House / apartment,-9823,-596,1,0,1,0,Drivers,1.0
5014454,M,N,Y,1,120463.6,Working,Secondary / secondary special,Married,House / apartment,-20196,-594,1,0,1,0,Laborers,3.0
5014455,M,N,Y,0,197486.32,Pensioner,Higher education,Married,House / apartment,-24321,365243,1,0,0,0,,2.0
5014456,F,N,Y,0,235541.66,Working,Higher education,Married,House / apartment,-22977,-2645,1,1,0,0,Laborers,2.0
5014457,F,N,N,0,327089.01,Pensioner,Higher education,Married,Municipal apartment,-19985,365243,1,0,0,0,,2.0
5014458,F,Y,Y,0,132589.82,Working,Secondary / secondary special,Married,Co-op apartment,-7682,-1095,1,1,1,0,,2.0
5014459,F,N,N,1,253476.97,Working,Secondary / secondary special,Married,House / apartment,-13389,-1897,1,1,1,0,Drivers,3.0
5014460,M,Y,Y,0,154910.96,Pensioner,Higher education,Civil marriage,House / apartment,-22445,365243,1,1,0,0,,2.0
5014461,M,Y,N,0,108478.79,Working,Secondary / secondary special,Single / not married,House / apartment,-18754,-1004,1,0,0,0,Accountants,1.0
5014462,M,N,Y,1,99866.97,State servant,Secondary / secondary special,Married,House / apartment,-10979,-3208,1,1,0,0,Sales staff,3.0
5014463,F,N,N,0,85093.7,Working,Secondary / secondary special,Married,House / apartment,-15483,-5591,1,0,0,0,Laborers,2.0
5014464,F,Y,Y,0,101635.99,Working,Secondary / secondary special,Married,House / apartment,-8846,-1270,1,0,0,0,,2.0
5014465,F,Y,Y,0,257262.77,Pensioner,Higher education,Single / not married,House / apartment,-16435,365243,1,1,0,0,,1.0
5014466,M,N,N,1,209683.56,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23101,365243,1,0,0,0,,2.0
5014467,F,Y,N,2,79173.28,Working,Secondary / secondary special,Single / not married,House / apartment,-7983,-389,1,0,0,0,Managers,3.0
5014468,F,Y,Y,0,61500.74,Working,Higher education,Married,House / apartment,-18067,-2434,1,0,1,0,Laborers,2.0
5014469,M,N,Y,1,84444.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-11391,-1789,1,0,0,0,,3.0
5014470,M,N,Y,0,99870.73,Pensioner,Secondary / secondary special,Married,House / apartment,-24668,365243,1,1,1,0,,2.0
5014471,M,Y,Y,0,126546.76,Working,Secondary / secondary special,Separated,House / apartment,-8446,-1826,1,1,1,0,Laborers,1.0
5014472,F,Y,Y,0,264721.01,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18127,-746,1,1,0,0,Laborers,1.0
5014473,M,N,Y,0,111987.39,Commercial associate,Secondary / secondary special,Married,House / apartment,-11799,-1813,1,0,0,0,Laborers,2.0
5014474,M,N,Y,0,341208.83,Pensioner,Higher education,Single / not married,House / apartment,-22776,365243,1,0,0,0,,1.0
5014475,F,N,N,1,63570.2,Commercial associate,Higher education,Separated,House / apartment,-9442,-2556,1,0,0,0,Drivers,2.0
5014476,F,N,N,0,123708.56,Working,Secondary / secondary special,Married,House / apartment,-14830,-301,1,0,1,1,,2.0
5014477,F,Y,Y,3,218114.26,Working,Secondary / secondary special,Civil marriage,House / apartment,-10554,-921,1,0,1,1,Laborers,5.0
5014478,M,N,Y,0,224943.07,Working,Higher education,Married,House / apartment,-21320,-777,1,0,1,0,Sales staff,2.0
5014479,F,N,Y,0,124510.21,Working,Secondary / secondary special,Married,House / apartment,-13466,-4259,1,0,0,0,,2.0
5014480,F,N,Y,0,243014.58,Working,Secondary / secondary special,Married,House / apartment,-10578,-2070,1,0,0,0,Sales staff,2.0
5014481,F,N,Y,0,221039.84,Pensioner,Secondary / secondary special,Married,House / apartment,-20031,365243,1,0,0,0,,2.0
5014482,M,N,Y,1,104709.24,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21632,365243,1,0,0,0,,3.0
5014483,F,N,Y,0,172381.31,Commercial associate,Secondary / secondary special,Married,House / apartment,-15411,-3640,1,0,0,0,Sales staff,2.0
5014484,F,N,Y,2,209359.18,Commercial associate,Secondary / secondary special,Married,House / apartment,-13946,-424,1,0,0,0,Sales staff,4.0
5014485,F,N,N,3,108524.65,Working,Higher education,Married,House / apartment,-18387,-5229,1,0,0,0,,5.0
5014486,M,N,N,0,343575.69,Commercial associate,Incomplete higher,Married,House / apartment,-18725,-131,1,0,0,0,,2.0
5014487,F,N,Y,0,96985.72,Pensioner,Secondary / secondary special,Married,House / apartment,-18889,365243,1,0,1,0,,2.0
5014488,F,Y,Y,0,158268.22,Commercial associate,Secondary / secondary special,Married,House / apartment,-12139,-1029,1,0,0,0,,2.0
5014489,M,N,N,0,78834.92,Working,Secondary / secondary special,Married,House / apartment,-23807,-446,1,0,0,0,,2.0
5014490,F,N,Y,0,155077.47,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11047,-4383,1,0,1,0,Managers,1.0
5014491,M,Y,N,0,86375.85,Commercial associate,Higher education,Civil marriage,Municipal apartment,-13864,-179,1,0,0,0,Laborers,2.0
5014492,F,N,N,0,127126.18,Working,Secondary / secondary special,Married,House / apartment,-12278,-344,1,0,0,0,,2.0
5014493,F,Y,N,1,66616.08,Pensioner,Secondary / secondary special,Single / not married,With parents,-23629,365243,1,0,0,1,,2.0
5014494,F,N,Y,0,219675.49,Pensioner,Higher education,Separated,House / apartment,-21827,365243,1,0,0,0,,1.0
5014495,F,N,Y,0,175982.53,Commercial associate,Higher education,Married,House / apartment,-21528,-2714,1,0,0,0,Laborers,2.0
5014496,M,Y,N,0,253648.64,Pensioner,Secondary / secondary special,Married,House / apartment,-7387,365243,1,0,1,0,,2.0
5014497,F,Y,Y,2,123759.74,Working,Secondary / secondary special,Single / not married,With parents,-19330,-1145,1,0,1,0,Laborers,3.0
5014498,M,N,Y,0,259606.86,Working,Secondary / secondary special,Married,Municipal apartment,-11342,-156,1,0,0,0,Managers,2.0
5014499,F,N,Y,0,150187.5,Pensioner,Secondary / secondary special,Married,With parents,-24271,365243,1,0,0,1,,2.0
5014500,F,N,Y,1,155839.78,Working,Secondary / secondary special,Civil marriage,House / apartment,-16610,-1487,1,0,0,0,,3.0
5014501,F,Y,N,1,423804.13,Commercial associate,Higher education,Married,House / apartment,-17205,-854,1,1,0,1,,3.0
5014502,M,Y,Y,1,115573.51,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13554,365243,1,0,0,0,,3.0
5014503,F,N,N,0,272046.83,Commercial associate,Higher education,Married,With parents,-16714,-980,1,0,0,1,Drivers,2.0
5014504,F,N,N,1,187183.08,State servant,Secondary / secondary special,Married,House / apartment,-20449,-1542,1,1,1,0,Medicine staff,3.0
5014505,F,N,Y,0,110641.17,Working,Secondary / secondary special,Married,House / apartment,-17156,-1755,1,0,0,0,Laborers,2.0
5014506,F,N,Y,2,76279.12,Working,Secondary / secondary special,Married,House / apartment,-18547,-3734,1,1,0,0,High skill tech staff,4.0
5014507,F,N,N,0,87856.27,Working,Secondary / secondary special,Civil marriage,House / apartment,-15588,-3237,1,0,1,1,Core staff,2.0
5014508,M,N,Y,2,259195.37,Commercial associate,Secondary / secondary special,Married,House / apartment,-19864,-3192,1,0,0,0,Sales staff,4.0
5014509,F,Y,N,2,350529.37,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-23076,365243,1,0,1,0,,4.0
5014510,M,Y,N,0,154155.94,Commercial associate,Secondary / secondary special,Married,With parents,-8200,-1461,1,0,0,1,,2.0
5014511,F,Y,Y,2,158251.51,Working,Higher education,Married,House / apartment,-9186,-2480,1,0,1,0,Managers,4.0
5014512,F,N,N,0,217124.61,Working,Secondary / secondary special,Widow,House / apartment,-19325,-4438,1,0,0,0,Medicine staff,1.0
5014513,M,N,Y,0,152764.23,Working,Secondary / secondary special,Married,House / apartment,-13926,-1786,1,1,0,0,Sales staff,2.0
5014514,F,Y,Y,0,255212.04,Working,Higher education,Single / not married,House / apartment,-12242,-1612,1,0,0,0,Laborers,1.0
5014515,M,N,N,3,170384.19,Pensioner,Higher education,Married,House / apartment,-10436,365243,1,0,0,0,,5.0
5014516,F,Y,N,0,157592.94,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-17344,365243,1,0,0,0,,2.0
5014517,M,N,Y,0,103817.89,Working,Secondary / secondary special,Married,House / apartment,-13397,-2647,1,0,1,0,Sales staff,2.0
5014518,M,N,Y,0,91799.9,Pensioner,Secondary / secondary special,Separated,House / apartment,-16210,365243,1,0,0,0,,1.0
5014519,F,N,Y,2,30347.09,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-24110,-3288,1,1,0,0,Laborers,4.0
5014520,F,N,Y,1,272953.96,Working,Secondary / secondary special,Married,House / apartment,-20598,-6029,1,0,1,0,,3.0
5014521,F,Y,Y,0,136857.63,Working,Higher education,Married,House / apartment,-21259,-769,1,0,1,0,Core staff,2.0
5014522,F,N,Y,0,120547.76,Commercial associate,Secondary / secondary special,Married,House / apartment,-9482,-2069,1,0,0,0,High skill tech staff,2.0
5014523,F,N,Y,0,55500.45,Working,Higher education,Married,House / apartment,-13002,-72,1,0,0,0,Managers,2.0
5014524,F,N,N,0,106931.49,Working,Higher education,Married,House / apartment,-9167,-2556,1,0,1,0,Accountants,2.0
5014525,F,Y,Y,0,100123.21,Pensioner,Secondary / secondary special,Married,House / apartment,-24285,365243,1,0,1,0,,2.0
5014526,M,N,Y,0,98974.1,Commercial associate,Higher education,Married,House / apartment,-19265,-2454,1,0,0,0,Laborers,2.0
5014527,F,N,N,1,173931.72,Commercial associate,Higher education,Married,House / apartment,-7642,-338,1,0,0,0,Laborers,3.0
5014528,F,N,N,0,156548.99,Pensioner,Secondary / secondary special,Civil marriage,With parents,-15641,365243,1,0,1,0,,2.0
5014529,F,N,N,0,74559.45,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11925,-3633,1,0,0,0,,1.0
5014530,F,N,Y,0,76962.95,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-16771,-647,1,1,0,1,Laborers,1.0
5014531,F,Y,Y,0,76892.28,Pensioner,Higher education,Married,House / apartment,-10437,365243,1,0,0,0,,2.0
5014532,F,N,Y,0,364128.84,Working,Secondary / secondary special,Married,House / apartment,-8301,-1461,1,0,0,0,Security staff,2.0
5014533,M,N,Y,0,310631.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-12970,-1970,1,1,1,1,,2.0
5014534,M,Y,Y,1,96167.86,Working,Secondary / secondary special,Widow,Municipal apartment,-12485,-2324,1,1,0,1,Sales staff,2.0
5014535,F,N,Y,0,54814.11,Commercial associate,Secondary / secondary special,Married,House / apartment,-19874,-112,1,1,0,0,Sales staff,2.0
5014536,F,N,Y,0,157003.3,Commercial associate,Secondary / secondary special,Married,House / apartment,-15624,-2967,1,0,0,0,Core staff,2.0
5014537,F,N,Y,1,150763.86,Commercial associate,Secondary / secondary special,Married,House / apartment,-12412,-3475,1,0,0,0,Laborers,3.0
5014538,M,N,Y,1,172552.79,Working,Secondary / secondary special,Married,House / apartment,-17305,-1411,1,0,0,0,Laborers,3.0
5014539,M,Y,Y,1,213349.5,Pensioner,Higher education,Married,House / apartment,-8555,365243,1,1,1,0,,3.0
5014540,F,N,Y,2,184582.53,Working,Secondary / secondary special,Married,House / apartment,-18917,-1152,1,0,0,0,Managers,4.0
5014541,F,Y,Y,1,84269.92,Working,Secondary / secondary special,Married,House / apartment,-9887,-919,1,1,0,0,Sales staff,3.0
5014542,F,Y,Y,0,170590.38,Commercial associate,Secondary / secondary special,Married,House / apartment,-12208,-5478,1,0,0,0,Laborers,2.0
5014543,F,N,Y,1,225688.68,Commercial associate,Secondary / secondary special,Married,House / apartment,-12251,-3082,1,0,0,0,Managers,3.0
5014544,M,N,Y,0,102539.07,Working,Higher education,Married,House / apartment,-15472,-2628,1,0,1,0,Sales staff,2.0
5014545,F,N,Y,0,171095.68,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24015,365243,1,0,0,0,,1.0
5014546,M,N,Y,0,111704.21,Commercial associate,Higher education,Married,House / apartment,-12996,-939,1,1,0,0,Accountants,2.0
5014547,M,Y,N,0,399546.27,Working,Higher education,Married,House / apartment,-12237,-2179,1,0,0,0,Core staff,2.0
5014548,F,Y,Y,0,75855.57,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10264,-2538,1,0,0,0,,2.0
5014549,M,N,Y,0,262491.63,Working,Incomplete higher,Civil marriage,House / apartment,-14176,-7305,1,0,1,0,Laborers,2.0
5014550,M,N,N,0,63869.27,Pensioner,Secondary / secondary special,Married,House / apartment,-10496,365243,1,0,0,1,,2.0
5014551,M,N,Y,1,360961.41,Working,Secondary / secondary special,Married,House / apartment,-9720,-1221,1,0,0,0,Sales staff,3.0
5014552,M,N,Y,2,83218.54,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22336,365243,1,0,0,0,,3.0
5014553,M,N,Y,0,161916.46,Pensioner,Secondary / secondary special,Married,House / apartment,-8227,365243,1,0,0,0,,2.0
5014554,F,N,N,1,65212.3,Pensioner,Secondary / secondary special,Separated,House / apartment,-19767,365243,1,0,1,0,,2.0
5014555,M,Y,Y,0,74982.46,Pensioner,Secondary / secondary special,Married,House / apartment,-10856,365243,1,1,0,0,,2.0
5014556,F,Y,Y,2,230700.02,Working,Secondary / secondary special,Separated,House / apartment,-7510,-193,1,0,0,0,Drivers,3.0
5014557,M,N,Y,0,246244.73,Working,Secondary / secondary special,Married,House / apartment,-21245,-227,1,0,0,0,Drivers,2.0
5014558,M,N,Y,0,165989.44,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19617,-1571,1,0,0,0,Sales staff,1.0
5014559,F,N,Y,0,213318.33,Working,Secondary / secondary special,Married,House / apartment,-13165,-411,1,1,0,0,Drivers,2.0
5014560,F,Y,N,0,248311.52,Pensioner,Secondary / secondary special,Widow,House / apartment,-8695,365243,1,0,1,0,,1.0
5014561,F,Y,Y,0,104601.33,Working,Secondary / secondary special,Married,Co-op apartment,-13628,-165,1,0,0,0,Laborers,2.0
5014562,F,Y,Y,0,73168.43,Working,Secondary / secondary special,Married,House / apartment,-10484,-3652,1,0,0,0,,2.0
5014563,F,N,Y,0,146261.05,Pensioner,Secondary / secondary special,Married,House / apartment,-23653,365243,1,0,0,0,,2.0
5014564,M,Y,Y,0,110348.56,Pensioner,Secondary / secondary special,Separated,House / apartment,-16590,365243,1,0,1,0,,1.0
5014565,M,N,N,0,178851.43,Pensioner,Secondary / secondary special,Married,House / apartment,-24203,365243,1,0,0,0,,2.0
5014566,M,N,Y,3,193690.02,State servant,Secondary / secondary special,Married,House / apartment,-13464,-3418,1,0,0,0,Drivers,5.0
5014567,F,N,Y,0,104733.53,Commercial associate,Higher education,Married,House / apartment,-17060,-4514,1,0,0,0,Sales staff,2.0
5014568,M,N,Y,0,209411.03,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10638,365243,1,1,0,0,,2.0
5014569,M,Y,Y,0,204243.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-21478,-1369,1,0,0,0,Drivers,2.0
5014570,F,N,Y,1,211432.02,Pensioner,Secondary / secondary special,Married,House / apartment,-8025,365243,1,0,1,0,,3.0
5014571,F,N,N,0,120102.86,Working,Secondary / secondary special,Single / not married,House / apartment,-19500,-554,1,0,0,0,Sales staff,1.0
5014572,F,N,Y,1,217501.51,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14171,365243,1,0,1,0,,2.0
5014573,M,N,N,0,190994.73,Commercial associate,Higher education,Married,House / apartment,-17445,-304,1,1,0,0,High skill tech staff,2.0
5014574,F,N,N,0,202823.68,Working,Secondary / secondary special,Married,House / apartment,-17688,-332,1,0,0,0,,2.0
5014575,M,N,N,0,340746.57,Working,Incomplete higher,Married,With parents,-19766,-3493,1,1,0,0,Core staff,2.0
5014576,F,N,Y,0,173492.06,Pensioner,Higher education,Married,Rented apartment,-10886,365243,1,0,0,0,,2.0
5014577,M,N,Y,0,108718.68,Working,Lower secondary,Married,House / apartment,-16621,-1063,1,0,0,1,Laborers,2.0
5014578,F,Y,N,0,84522.47,Working,Secondary / secondary special,Married,Rented apartment,-14789,-2591,1,0,0,0,Laborers,2.0
5014579,F,N,N,0,258840.7,Working,Secondary / secondary special,Separated,House / apartment,-12252,-1695,1,0,0,0,Sales staff,1.0
5014580,F,N,N,1,176072.98,Working,Secondary / secondary special,Married,House / apartment,-15996,-1100,1,0,0,0,Laborers,3.0
5014581,F,N,Y,0,339425.92,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23995,-888,1,0,0,0,Laborers,1.0
5014582,M,Y,Y,0,53381.73,Pensioner,Secondary / secondary special,Married,House / apartment,-23940,365243,1,0,0,0,,2.0
5014583,F,Y,N,0,232195.17,Working,Secondary / secondary special,Married,House / apartment,-12193,-3655,1,0,0,0,High skill tech staff,2.0
5014584,F,N,Y,0,129240.63,Working,Higher education,Married,House / apartment,-22806,-331,1,1,0,0,High skill tech staff,2.0
5014585,F,N,Y,0,123406.55,Pensioner,Incomplete higher,Separated,House / apartment,-22676,365243,1,0,0,0,,1.0
5014586,F,Y,Y,1,100468.15,Working,Secondary / secondary special,Married,House / apartment,-11680,-896,1,0,0,0,Managers,3.0
5014587,F,Y,Y,1,230910.51,Working,Secondary / secondary special,Married,House / apartment,-17805,-2260,1,0,0,0,Core staff,3.0
